source	edge_type	target	attribute
DOID:1188	PRESENTS_DpS	D054068	84.28146929824561
DOID:1272	PRESENTS_DpS	D054068	86.33711489088577
DOID:1802	PRESENTS_DpS	D054068	84.28146929824561
DOID:178	PRESENTS_DpS	D054068	37.214355167335746
DOID:2224	PRESENTS_DpS	D054068	115.586015037594
DOID:4372	PRESENTS_DpS	D054068	39.532676152923024
DOID:999	PRESENTS_DpS	D054068	11.476625606569614
DOID:0060903	PRESENTS_DpS	D054068	39.52348036875161
DOID:1037	PRESENTS_DpS	D054068	35.643264549037795
DOID:1247	PRESENTS_DpS	D054068	19.35650969529086
DOID:9540	PRESENTS_DpS	D054068	267.47177033492824
DOID:3165	PRESENTS_DpS	D054068	8.082938114517063
DOID:11633	PRESENTS_DpS	D003117	40.24751282856844
DOID:9821	PRESENTS_DpS	D003117	22.639225966069745
DOID:11782	PRESENTS_DpS	D003117	5.287994386235269
DOID:10871	PRESENTS_DpS	D003117	9.008468575347447
DOID:10176	PRESENTS_DpS	D003117	9.978722188901264
DOID:10588	PRESENTS_DpS	D003117	13.799147255509178
DOID:1686	PRESENTS_DpS	D003117	6.707918804761406
DOID:2569	PRESENTS_DpS	D003117	19.31880615771285
DOID:14791	PRESENTS_DpS	D003117	42.25988846999686
DOID:13910	PRESENTS_DpS	D003117	241.48507697141065
DOID:1574	PRESENTS_DpS	D003117	3.374581847001266
DOID:11830	PRESENTS_DpS	D003117	6.550766576289806
DOID:4674	PRESENTS_DpS	D003117	41.63535809851908
DOID:11661	PRESENTS_DpS	D003117	241.48507697141065
DOID:11829	PRESENTS_DpS	D003117	12.709740893232135
DOID:8499	PRESENTS_DpS	D003117	52.49675586335013
DOID:1921	PRESENTS_DpS	D003117	4.312233517346619
DOID:1923	PRESENTS_DpS	D003117	5.2212989615440115
DOID:0050633	PRESENTS_DpS	D003117	46.43943787911744
DOID:12259	PRESENTS_DpS	D003117	17.456752552150167
DOID:13912	PRESENTS_DpS	D003117	241.48507697141065
DOID:1070	PRESENTS_DpS	D003117	3.4817621808442314
DOID:13911	PRESENTS_DpS	D003117	241.48507697141065
DOID:5327	PRESENTS_DpS	D003117	3.0375481380051648
DOID:14555	PRESENTS_DpS	D003117	5.9219773644215135
DOID:3765	PRESENTS_DpS	D003117	5.2212989615440115
DOID:8501	PRESENTS_DpS	D003117	22.359729349204688
DOID:9282	PRESENTS_DpS	D003117	11.560455812461147
DOID:9884	PRESENTS_DpS	D003117	3.210289058704129
DOID:5614	PRESENTS_DpS	D003117	4.19037069608298
DOID:13909	PRESENTS_DpS	D003117	241.48507697141065
DOID:12134	PRESENTS_DpS	D003117	6.3074460402980375
DOID:8947	PRESENTS_DpS	D003117	9.44474967710406
DOID:5723	PRESENTS_DpS	D003117	7.953101337381788
DOID:5003	PRESENTS_DpS	D003117	13.931831363735228
DOID:3612	PRESENTS_DpS	D003117	9.978722188901264
DOID:1210	PRESENTS_DpS	D003117	11.431246247167365
DOID:13399	PRESENTS_DpS	D003117	241.48507697141065
DOID:10138	PRESENTS_DpS	D003117	7.789841192626147
DOID:3763	PRESENTS_DpS	D003117	5.2212989615440115
DOID:1067	PRESENTS_DpS	D003117	3.4817621808442314
DOID:13133	PRESENTS_DpS	D003117	6.707918804761405
DOID:3491	PRESENTS_DpS	D003117	8.943891739681877
DOID:1417	PRESENTS_DpS	D003117	10.319875084248316
DOID:8466	PRESENTS_DpS	D003117	23.73921095651156
DOID:8886	PRESENTS_DpS	D003117	14.48910461828464
DOID:1891	PRESENTS_DpS	D003117	5.9219773644215135
DOID:4645	PRESENTS_DpS	D003117	6.43960205257095
DOID:9649	PRESENTS_DpS	D003117	19.713067507870253
DOID:10584	PRESENTS_DpS	D003117	8.75975279210019
DOID:5679	PRESENTS_DpS	D003117	8.211498106592034
DOID:2862	PRESENTS_DpS	D003117	40.791398137062615
DOID:14330	PRESENTS_DpS	D059445	16.531946119034576
DOID:2316	PRESENTS_DpS	D059445	6.4984824274397415
DOID:2559	PRESENTS_DpS	D059445	26.210874494893524
DOID:11206	PRESENTS_DpS	D059445	26.210874494893524
DOID:0050742	PRESENTS_DpS	D059445	347.44472426707995
DOID:10283	PRESENTS_DpS	D059445	10.67550450688185
DOID:9975	PRESENTS_DpS	D059445	123.37833065810595
DOID:9478	PRESENTS_DpS	D059445	379.16267470539873
DOID:809	PRESENTS_DpS	D059445	123.37833065810595
DOID:303	PRESENTS_DpS	D059445	35.80301626651623
DOID:3328	PRESENTS_DpS	D059445	14.275178753830438
DOID:302	PRESENTS_DpS	D059445	35.80301626651623
DOID:4662	PRESENTS_DpS	D005311	9.810177149275066
DOID:936	PRESENTS_DpS	D005311	6.036426693537084
DOID:11049	PRESENTS_DpS	D005311	82.68577882960412
DOID:3650	PRESENTS_DpS	D005311	30.62436252948301
DOID:326	PRESENTS_DpS	D005311	5.3637784076491295
DOID:11714	PRESENTS_DpS	D005311	4.881449593554941
DOID:1969	PRESENTS_DpS	D005311	10.903619186321423
DOID:14264	PRESENTS_DpS	D005311	43.410033885542184
DOID:13088	PRESENTS_DpS	D005311	24.116685491967868
DOID:11088	PRESENTS_DpS	D005311	197.05489347242104
DOID:14067	PRESENTS_DpS	D005311	10.037002054460617
DOID:10968	PRESENTS_DpS	D005311	10.903619186321423
DOID:10970	PRESENTS_DpS	D005311	10.903619186321423
DOID:1852	PRESENTS_DpS	D005311	28.3494098844357
DOID:2355	PRESENTS_DpS	D005311	4.362132467694614
DOID:10591	PRESENTS_DpS	D005311	22.247754502199744
DOID:14777	PRESENTS_DpS	D005311	43.410033885542184
DOID:9007	PRESENTS_DpS	D005311	13.88010675796712
DOID:9588	PRESENTS_DpS	D005311	3.2631456056785284
DOID:10965	PRESENTS_DpS	D005311	10.903619186321423
DOID:1573	PRESENTS_DpS	D005311	4.22482081611116
DOID:9667	PRESENTS_DpS	D005311	56.46833676168088
DOID:4724	PRESENTS_DpS	D005311	10.124789244441322
DOID:2316	PRESENTS_DpS	D005311	19.59820942913868
DOID:3781	PRESENTS_DpS	D005311	44.52311167747915
DOID:12215	PRESENTS_DpS	D005311	89.0462233549583
DOID:780	PRESENTS_DpS	D005311	10.487061804576358
DOID:331	PRESENTS_DpS	D005311	5.3942260187067
DOID:11247	PRESENTS_DpS	D005311	13.565635589231928
DOID:14159	PRESENTS_DpS	D005311	4.22482081611116
DOID:3891	PRESENTS_DpS	D005311	283.9398442827916
DOID:0050697	PRESENTS_DpS	D005311	85.11771350106308
DOID:10908	PRESENTS_DpS	D005311	4.22482081611116
DOID:9207	PRESENTS_DpS	D012892	26.21400313757588
DOID:12336	PRESENTS_DpS	D012892	10.723910374462859
DOID:2560	PRESENTS_DpS	D012892	11.698811317595847
DOID:809	PRESENTS_DpS	D012892	12.638894369902651
DOID:7725	PRESENTS_DpS	D012892	6.481484292257774
DOID:1825	PRESENTS_DpS	D012892	5.935245993413408
DOID:8619	PRESENTS_DpS	D012892	93.33337380851195
DOID:0080302	PRESENTS_DpS	D012892	13.141768151198521
DOID:1287	PRESENTS_DpS	D012892	3.7012402813691634
DOID:9784	PRESENTS_DpS	D012892	24.834318761913995
DOID:1742	PRESENTS_DpS	D012892	5.529516286832412
DOID:0014667	PRESENTS_DpS	D012892	6.0098726984253
DOID:9478	PRESENTS_DpS	D012892	24.168032160984588
DOID:10603	PRESENTS_DpS	D012892	4.924897209743381
DOID:4203	PRESENTS_DpS	D012892	21.890043857150992
DOID:8544	PRESENTS_DpS	D012892	3.692755224597647
DOID:0050425	PRESENTS_DpS	D012892	13.878001661069586
DOID:0050848	PRESENTS_DpS	D012892	16.15349382531703
DOID:1826	PRESENTS_DpS	D012892	8.241444656807545
DOID:4890	PRESENTS_DpS	D012892	52.81926005332453
DOID:0050847	PRESENTS_DpS	D012892	13.141768151198521
DOID:727	PRESENTS_DpS	D012892	15.434413062311034
DOID:865	PRESENTS_DpS	D012892	3.679955379798348
DOID:10652	PRESENTS_DpS	D012892	4.1237798682145
DOID:8986	PRESENTS_DpS	D012892	33.122619728020766
DOID:1574	PRESENTS_DpS	D012892	3.560649951051392
DOID:2846	PRESENTS_DpS	D012892	11.190167347265591
DOID:1827	PRESENTS_DpS	D012892	7.22222535423009
DOID:3362	PRESENTS_DpS	D012892	9.830251176590956
DOID:252	PRESENTS_DpS	D012892	5.998119361987702
DOID:0080011	PRESENTS_DpS	D012892	6.838435601106753
DOID:9975	PRESENTS_DpS	D012892	12.638894369902651
DOID:0060180	PRESENTS_DpS	D012892	5.217037479468417
DOID:2548	PRESENTS_DpS	D012892	15.728401882545528
DOID:2234	PRESENTS_DpS	D012892	3.2026157679391347
DOID:0070309	PRESENTS_DpS	D012892	5.935245993413408
DOID:5162	PRESENTS_DpS	D012892	424.66685082872925
DOID:9849	PRESENTS_DpS	D009041	3.677198960644171
DOID:11771	PRESENTS_DpS	D009041	6.903964088703169
DOID:3426	PRESENTS_DpS	D009041	7.850891831542755
DOID:13174	PRESENTS_DpS	D009041	6.903964088703169
DOID:9650	PRESENTS_DpS	D009041	6.903964088703169
DOID:4796	PRESENTS_DpS	D009041	25.05205006192556
DOID:6364	PRESENTS_DpS	D009041	4.102557670342339
DOID:2951	PRESENTS_DpS	D009041	363.2547258979206
DOID:2952	PRESENTS_DpS	D009041	5.178784279603756
DOID:13381	PRESENTS_DpS	D010167	190.96819875776401
DOID:2862	PRESENTS_DpS	D010167	169.35524383078732
DOID:9146	PRESENTS_DpS	D010167	131.5725778842862
DOID:14067	PRESENTS_DpS	D010167	48.29398089972355
DOID:5723	PRESENTS_DpS	D010167	25.014546992970576
DOID:12449	PRESENTS_DpS	D010167	58.83703306797305
DOID:657	PRESENTS_DpS	D010167	18.945257813270235
DOID:6204	PRESENTS_DpS	D010167	18.945257813270235
DOID:3172	PRESENTS_DpS	D010167	18.945257813270235
DOID:2355	PRESENTS_DpS	D010167	110.19125929263348
DOID:9065	PRESENTS_DpS	D010167	363.2547258979206
DOID:5403	PRESENTS_DpS	D010167	18.945257813270235
DOID:4159	PRESENTS_DpS	D010167	16.693024366937408
DOID:3165	PRESENTS_DpS	D010167	16.693024366937408
DOID:3328	PRESENTS_DpS	D010167	9.2064558629776
DOID:225	PRESENTS_DpS	D010167	34.463176705695474
DOID:11759	PRESENTS_DpS	D010167	116.03970410628021
DOID:3158	PRESENTS_DpS	D005335	3.706287670572352
DOID:865	PRESENTS_DpS	D005335	15.92997127039763
DOID:263	PRESENTS_DpS	D005335	7.355628539548202
DOID:7997	PRESENTS_DpS	D005335	5.58284342991948
DOID:175	PRESENTS_DpS	D005335	53.68921391950604
DOID:0111147	PRESENTS_DpS	D005335	15.319322371699052
DOID:5675	PRESENTS_DpS	D005335	3.5771914469816823
DOID:14499	PRESENTS_DpS	D005335	10.407148350339034
DOID:13378	PRESENTS_DpS	D005335	26.32185974518738
DOID:13254	PRESENTS_DpS	D005335	18.02273220199889
DOID:9477	PRESENTS_DpS	D005335	3.861424062527259
DOID:0050452	PRESENTS_DpS	D005335	51.06440790566351
DOID:5875	PRESENTS_DpS	D005335	11.005260324496446
DOID:2533	PRESENTS_DpS	D005335	14.184557751573198
DOID:12206	PRESENTS_DpS	D005335	28.3691155031464
DOID:874	PRESENTS_DpS	D005335	22.97898355754858
DOID:6536	PRESENTS_DpS	D005335	9.515107063167116
DOID:8567	PRESENTS_DpS	D005335	10.977221444688814
DOID:2373	PRESENTS_DpS	D005335	34.81664175386148
DOID:5702	PRESENTS_DpS	D005335	16.65143736054245
DOID:5733	PRESENTS_DpS	D005335	18.23728853773697
DOID:11482	PRESENTS_DpS	D005335	8.70416043846537
DOID:4072	PRESENTS_DpS	D005335	4.017304817753248
DOID:11400	PRESENTS_DpS	D005335	12.394273763510563
DOID:3875	PRESENTS_DpS	D005335	4.014497476860339
DOID:1439	PRESENTS_DpS	D005335	11.100958240361633
DOID:4045	PRESENTS_DpS	D005335	10.078501560328323
DOID:1412	PRESENTS_DpS	D005335	8.606360882976995
DOID:639	PRESENTS_DpS	D005335	10.6384183136799
DOID:1240	PRESENTS_DpS	D005335	7.177728018868367
DOID:14464	PRESENTS_DpS	D005335	9.540503256396207
DOID:2531	PRESENTS_DpS	D005335	37.57569638341277
DOID:4330	PRESENTS_DpS	D005335	40.314006241313294
DOID:10782	PRESENTS_DpS	D005335	18.68210045329153
DOID:3342	PRESENTS_DpS	D005335	14.873128516212676
DOID:4123	PRESENTS_DpS	D005335	8.510734650943919
DOID:8743	PRESENTS_DpS	D005335	8.448155719686978
DOID:0050495	PRESENTS_DpS	D005335	14.730117665095243
DOID:2556	PRESENTS_DpS	D005335	22.30969277431901
DOID:1896	PRESENTS_DpS	D005335	19.473714879278454
DOID:3055	PRESENTS_DpS	D005335	8.804208259597159
DOID:3627	PRESENTS_DpS	D005335	8.616041828852111
DOID:10310	PRESENTS_DpS	D005335	13.056240657698055
DOID:9733	PRESENTS_DpS	D005335	21.2768366273598
DOID:0060317	PRESENTS_DpS	D005335	12.625815141510213
DOID:13564	PRESENTS_DpS	D005335	16.732269580739256
DOID:13619	PRESENTS_DpS	D005335	10.6384183136799
DOID:235	PRESENTS_DpS	D005335	9.130721943396788
DOID:11337	PRESENTS_DpS	D005335	30.23550468098497
DOID:8568	PRESENTS_DpS	D005335	6.010944876787745
DOID:0080176	PRESENTS_DpS	D005335	8.753898498113745
DOID:12978	PRESENTS_DpS	D005335	36.724402945853896
DOID:2297	PRESENTS_DpS	D005335	24.2980188674985
DOID:8538	PRESENTS_DpS	D005335	11.747946604063694
DOID:11330	PRESENTS_DpS	D005335	16.297151459254312
DOID:4947	PRESENTS_DpS	D005335	6.079096179245656
DOID:0060216	PRESENTS_DpS	D005335	7.737031500858108
DOID:2529	PRESENTS_DpS	D005335	17.021469301887837
DOID:117	PRESENTS_DpS	D005335	9.820078443396831
DOID:11077	PRESENTS_DpS	D005335	33.75443912408266
DOID:1787	PRESENTS_DpS	D005335	6.304247889588088
DOID:4929	PRESENTS_DpS	D005335	3.5771914469816823
DOID:10242	PRESENTS_DpS	D005335	35.461394378932994
DOID:9965	PRESENTS_DpS	D005335	5.106440790566351
DOID:11102	PRESENTS_DpS	D005335	34.81664175386148
DOID:2312	PRESENTS_DpS	D005335	17.40832087693074
DOID:11055	PRESENTS_DpS	D005335	16.65143736054245
DOID:1759	PRESENTS_DpS	D005335	49.6459521305062
DOID:0111157	PRESENTS_DpS	D005335	21.47568556780241
DOID:11266	PRESENTS_DpS	D005335	16.65143736054245
DOID:5870	PRESENTS_DpS	D005335	10.6384183136799
DOID:672	PRESENTS_DpS	D005335	23.56818826415239
DOID:9643	PRESENTS_DpS	D005335	22.864660256267253
DOID:11729	PRESENTS_DpS	D005335	3.0948126003432432
DOID:1517	PRESENTS_DpS	D005335	19.640156886793662
DOID:11100	PRESENTS_DpS	D005335	75.09471750832869
DOID:8478	PRESENTS_DpS	D005335	7.815980801887273
DOID:12365	PRESENTS_DpS	D005335	21.861612264052557
DOID:2671	PRESENTS_DpS	D005335	5.8027736256435825
DOID:4928	PRESENTS_DpS	D005335	6.079096179245656
DOID:0050486	PRESENTS_DpS	D005335	14.927476123458275
DOID:9305	PRESENTS_DpS	D005335	133.2114988843396
DOID:4961	PRESENTS_DpS	D005335	7.034382721698545
DOID:2988	PRESENTS_DpS	D005335	5.673823100629279
DOID:8654	PRESENTS_DpS	D005335	10.977221444688814
DOID:1897	PRESENTS_DpS	D005335	14.054424194219315
DOID:10457	PRESENTS_DpS	D005335	32.456191465464094
DOID:819	PRESENTS_DpS	D005335	23.56818826415239
DOID:635	PRESENTS_DpS	D005335	4.987686353576437
DOID:5039	PRESENTS_DpS	D005335	27.35593280660545
DOID:9159	PRESENTS_DpS	D005335	15.018943501665738
DOID:12450	PRESENTS_DpS	D005335	28.072056702066327
DOID:118	PRESENTS_DpS	D005335	8.70416043846537
DOID:285	PRESENTS_DpS	D005335	10.078501560328323
DOID:1508	PRESENTS_DpS	D005335	10.39773011653782
DOID:57	PRESENTS_DpS	D005335	10.942373122642179
DOID:13371	PRESENTS_DpS	D005335	46.14253726415379
DOID:526	PRESENTS_DpS	D005335	7.327834708484205
DOID:3770	PRESENTS_DpS	D005335	4.059891087906109
DOID:2275	PRESENTS_DpS	D005335	7.320601736978923
DOID:1521	PRESENTS_DpS	D005335	19.640156886793662
DOID:9470	PRESENTS_DpS	D005335	13.238920568134985
DOID:2508	PRESENTS_DpS	D005335	33.74300081872037
DOID:12449	PRESENTS_DpS	D005335	4.04559569675151
DOID:3265	PRESENTS_DpS	D005335	40.314006241313294
DOID:9503	PRESENTS_DpS	D005335	10.6384183136799
DOID:474	PRESENTS_DpS	D005335	6.458398976264356
DOID:615	PRESENTS_DpS	D005335	9.118644268868485
DOID:7165	PRESENTS_DpS	D005335	164.13559683963268
DOID:841	PRESENTS_DpS	D005335	23.447942405661816
DOID:11573	PRESENTS_DpS	D005335	19.149152964623816
DOID:127	PRESENTS_DpS	D005335	4.878765086528362
DOID:74	PRESENTS_DpS	D005335	4.3031804414884975
DOID:5264	PRESENTS_DpS	D005335	30.814728908590048
DOID:1063	PRESENTS_DpS	D005335	9.011366100999444
DOID:461	PRESENTS_DpS	D005335	15.319322371699052
DOID:2957	PRESENTS_DpS	D005335	3.8005952448871696
DOID:8543	PRESENTS_DpS	D005335	10.977221444688814
DOID:14115	PRESENTS_DpS	D005335	5.596829676508005
DOID:11258	PRESENTS_DpS	D005335	52.70409072832243
DOID:0060345	PRESENTS_DpS	D005335	104.44992526158444
DOID:219	PRESENTS_DpS	D005335	9.130721943396788
DOID:3488	PRESENTS_DpS	D005335	4.995431208162735
DOID:14004	PRESENTS_DpS	D005335	4.327492195395212
DOID:363	PRESENTS_DpS	D005335	5.840700250647787
DOID:10456	PRESENTS_DpS	D005335	5.282524955758294
DOID:255	PRESENTS_DpS	D005335	6.458398976264356
DOID:999	PRESENTS_DpS	D005335	5.975622201726581
DOID:9801	PRESENTS_DpS	D005335	42.5536732547196
DOID:12971	PRESENTS_DpS	D005335	7.412575341144704
DOID:13241	PRESENTS_DpS	D005335	9.896203082492928
DOID:12205	PRESENTS_DpS	D005335	19.453107773586094
DOID:9663	PRESENTS_DpS	D005335	19.41388779823613
DOID:10986	PRESENTS_DpS	D005335	9.011366100999444
DOID:1496	PRESENTS_DpS	D005335	4.910039221698416
DOID:7166	PRESENTS_DpS	D005335	33.668840377360546
DOID:13406	PRESENTS_DpS	D005335	9.265719176430881
DOID:4903	PRESENTS_DpS	D005335	3.5771914469816823
DOID:11339	PRESENTS_DpS	D005335	30.814728908590048
DOID:934	PRESENTS_DpS	D005335	7.132478027309276
DOID:12053	PRESENTS_DpS	D005335	16.36679740566138
DOID:13664	PRESENTS_DpS	D005335	10.6384183136799
DOID:2987	PRESENTS_DpS	D005335	22.588813148617906
DOID:10955	PRESENTS_DpS	D005335	6.177146117620586
DOID:9553	PRESENTS_DpS	D005335	5.445256767191607
DOID:2366	PRESENTS_DpS	D005335	13.438002080437766
DOID:3082	PRESENTS_DpS	D005335	5.550479120180817
DOID:13034	PRESENTS_DpS	D005335	22.528415252498608
DOID:1227	PRESENTS_DpS	D005335	35.47058126866847
DOID:3953	PRESENTS_DpS	D005335	4.003307239991042
DOID:14067	PRESENTS_DpS	D005335	8.855099636820261
DOID:4325	PRESENTS_DpS	D005335	18.23728853773697
DOID:1967	PRESENTS_DpS	D005335	30.814728908590048
DOID:404	PRESENTS_DpS	D005335	11.723971202830908
DOID:0080159	PRESENTS_DpS	D005335	9.228507452830756
DOID:5268	PRESENTS_DpS	D005335	30.814728908590048
DOID:9810	PRESENTS_DpS	D005335	17.837567145129036
DOID:11389	PRESENTS_DpS	D005335	29.460235330190486
DOID:9446	PRESENTS_DpS	D005335	8.479329726032686
DOID:12157	PRESENTS_DpS	D005335	6.546718962264554
DOID:104	PRESENTS_DpS	D005335	30.174422853346616
DOID:9861	PRESENTS_DpS	D005335	50.22728646458707
DOID:3571	PRESENTS_DpS	D005335	4.892615377760522
DOID:8553	PRESENTS_DpS	D005335	21.2768366273598
DOID:8628	PRESENTS_DpS	D005335	10.977221444688814
DOID:12361	PRESENTS_DpS	D005335	3.3967455369620962
DOID:0050175	PRESENTS_DpS	D005335	15.957627470519848
DOID:854	PRESENTS_DpS	D005335	18.046322165614065
DOID:4371	PRESENTS_DpS	D005335	57.44745889387145
DOID:8545	PRESENTS_DpS	D005335	6.77846122641551
DOID:468	PRESENTS_DpS	D005335	6.458398976264356
DOID:1564	PRESENTS_DpS	D005335	37.01694996878953
DOID:162	PRESENTS_DpS	D005335	3.074095062708505
DOID:350	PRESENTS_DpS	D005335	19.8094685840936
DOID:4889	PRESENTS_DpS	D005335	29.71420287614041
DOID:65	PRESENTS_DpS	D005335	9.456371834382132
DOID:10844	PRESENTS_DpS	D005335	18.23728853773697
DOID:1639	PRESENTS_DpS	D005335	7.2260954583486114
DOID:2645	PRESENTS_DpS	D005335	7.737031500858108
DOID:11335	PRESENTS_DpS	D005335	9.701621526106155
DOID:1540	PRESENTS_DpS	D005335	8.236194823494115
DOID:14693	PRESENTS_DpS	D005335	15.825746251755223
DOID:10314	PRESENTS_DpS	D005335	22.418520543949832
DOID:14256	PRESENTS_DpS	D005335	133.91016059177494
DOID:13258	PRESENTS_DpS	D005335	14.893785639151854
DOID:12132	PRESENTS_DpS	D005335	9.788704390862016
DOID:12987	PRESENTS_DpS	D005335	23.807055037099882
DOID:519	PRESENTS_DpS	D005335	92.65719176430879
DOID:1731	PRESENTS_DpS	D005335	49.6459521305062
DOID:11054	PRESENTS_DpS	D005335	3.907990400943637
DOID:7693	PRESENTS_DpS	D005335	6.450240998610128
DOID:8778	PRESENTS_DpS	D005335	5.332675509135747
DOID:9146	PRESENTS_DpS	D005335	63.32790744206304
DOID:3721	PRESENTS_DpS	D005335	7.608934952830657
DOID:0060058	PRESENTS_DpS	D005335	23.98328355647601
DOID:10887	PRESENTS_DpS	D005335	13.677966403302724
DOID:8577	PRESENTS_DpS	D005335	3.2548135350635383
DOID:3382	PRESENTS_DpS	D005335	16.65143736054245
DOID:13276	PRESENTS_DpS	D005335	11.021095231438167
DOID:1602	PRESENTS_DpS	D005335	33.545961397881136
DOID:12192	PRESENTS_DpS	D005335	19.473714879278454
DOID:9602	PRESENTS_DpS	D005335	11.43233012813362
DOID:0050908	PRESENTS_DpS	D005335	10.78825519133736
DOID:4394	PRESENTS_DpS	D005335	40.314006241313294
DOID:11256	PRESENTS_DpS	D005335	9.99086241632547
DOID:2228	PRESENTS_DpS	D005335	10.078501560328323
DOID:1040	PRESENTS_DpS	D005335	12.76610197641588
DOID:612	PRESENTS_DpS	D005335	12.861371394150323
DOID:853	PRESENTS_DpS	D005335	29.460235330190486
DOID:13223	PRESENTS_DpS	D005335	4.878765086528362
DOID:4415	PRESENTS_DpS	D005335	22.528415252498608
DOID:2365	PRESENTS_DpS	D005335	13.438002080437766
DOID:9637	PRESENTS_DpS	D005335	10.350893494391253
DOID:75	PRESENTS_DpS	D005335	19.269587888929628
DOID:3021	PRESENTS_DpS	D005335	3.868515750429054
DOID:7608	PRESENTS_DpS	D005335	8.236194823494115
DOID:0050120	PRESENTS_DpS	D005335	68.93695067264575
DOID:11360	PRESENTS_DpS	D005335	38.29830592924763
DOID:13375	PRESENTS_DpS	D005335	23.24310980533649
DOID:14095	PRESENTS_DpS	D005335	63.83050988207939
DOID:552	PRESENTS_DpS	D005335	6.097531649084157
DOID:6196	PRESENTS_DpS	D005335	10.942373122642179
DOID:4562	PRESENTS_DpS	D005335	33.3028747210849
DOID:9538	PRESENTS_DpS	D005335	4.316407430550451
DOID:707	PRESENTS_DpS	D005335	30.28238143242836
DOID:9498	PRESENTS_DpS	D005335	10.6384183136799
DOID:1949	PRESENTS_DpS	D005335	5.9224184426671584
DOID:409	PRESENTS_DpS	D005335	4.379034503582387
DOID:277	PRESENTS_DpS	D005335	6.458398976264356
DOID:0060192	PRESENTS_DpS	D005335	5.332675509135747
DOID:9119	PRESENTS_DpS	D005335	11.784094132076195
DOID:5546	PRESENTS_DpS	D005335	21.2768366273598
DOID:407	PRESENTS_DpS	D005335	32.82711936792654
DOID:9088	PRESENTS_DpS	D005335	28.3691155031464
DOID:813	PRESENTS_DpS	D005335	7.937472731450287
DOID:9598	PRESENTS_DpS	D005335	8.06280124826266
DOID:299	PRESENTS_DpS	D005335	3.5771914469816823
DOID:9784	PRESENTS_DpS	D005335	13.438002080437766
DOID:633	PRESENTS_DpS	D005335	6.1347400801998475
DOID:4418	PRESENTS_DpS	D005335	22.528415252498608
DOID:2562	PRESENTS_DpS	D005335	37.36420090658306
DOID:8476	PRESENTS_DpS	D005335	30.976570972185588
DOID:9296	PRESENTS_DpS	D006209	19.688703893442625
DOID:182	PRESENTS_DpS	D006209	12.963755650003376
DOID:1508	PRESENTS_DpS	D006209	57.01706104888362
DOID:8478	PRESENTS_DpS	D006209	64.28964536634327
DOID:216	PRESENTS_DpS	D006209	122.96290907428848
DOID:9673	PRESENTS_DpS	D006209	525.0321038251367
DOID:8534	PRESENTS_DpS	D006209	6.779467624714822
DOID:14262	PRESENTS_DpS	D006209	114.55245901639343
DOID:655	PRESENTS_DpS	D006209	10.535761280771974
DOID:2275	PRESENTS_DpS	D006209	15.846039350859256
DOID:11337	PRESENTS_DpS	D006209	165.79961173425366
DOID:403	PRESENTS_DpS	D006209	60.05566525556157
DOID:10944	PRESENTS_DpS	D006209	62.69040045673273
DOID:13924	PRESENTS_DpS	D006209	525.0321038251367
DOID:11963	PRESENTS_DpS	D006209	23.334760170006074
DOID:10456	PRESENTS_DpS	D006209	130.3527981910684
DOID:5295	PRESENTS_DpS	D006209	7.258508347812949
DOID:5082	PRESENTS_DpS	D006209	4.711155468022163
DOID:4331	PRESENTS_DpS	D006209	54.78595866001426
DOID:1064	PRESENTS_DpS	D006209	136.96489665003566
DOID:674	PRESENTS_DpS	D006209	7.3146887529817795
DOID:824	PRESENTS_DpS	D006209	426.00469634210367
DOID:9637	PRESENTS_DpS	D006209	42.570170580416466
DOID:12894	PRESENTS_DpS	D006209	16.210253634395293
DOID:3087	PRESENTS_DpS	D006209	505.5864703501316
DOID:3388	PRESENTS_DpS	D006209	402.4816127603013
DOID:12639	PRESENTS_DpS	D006209	31.19002596981009
DOID:3172	PRESENTS_DpS	D006261	6.039681581444838
DOID:225	PRESENTS_DpS	D006261	3.2921937372677315
DOID:4844	PRESENTS_DpS	D006261	5.4136170272706785
DOID:3772	PRESENTS_DpS	D006261	3.9580352305343234
DOID:3842	PRESENTS_DpS	D006261	7.5319889075070305
DOID:7305	PRESENTS_DpS	D006261	16.240851081812036
DOID:2710	PRESENTS_DpS	D006261	51.97072346179851
DOID:4210	PRESENTS_DpS	D006261	3.9580352305343234
DOID:5394	PRESENTS_DpS	D006261	19.327955006453994
DOID:3078	PRESENTS_DpS	D006261	4.823268998774804
DOID:13375	PRESENTS_DpS	D006261	14.695170082301653
DOID:0050619	PRESENTS_DpS	D006261	13.858859589812935
DOID:3861	PRESENTS_DpS	D006261	4.404298598457501
DOID:7212	PRESENTS_DpS	D006261	3.9580352305343234
DOID:2988	PRESENTS_DpS	D006261	3.368472816968422
DOID:1638	PRESENTS_DpS	D006261	23.320196425166007
DOID:12689	PRESENTS_DpS	D006261	3.6478212173847013
DOID:1138	PRESENTS_DpS	D006261	3.9580352305343234
DOID:2825	PRESENTS_DpS	D006261	23.27047319185008
DOID:1091	PRESENTS_DpS	D006261	7.187440478759369
DOID:13095	PRESENTS_DpS	D006261	3.985484928052033
DOID:13241	PRESENTS_DpS	D006261	8.393204693442913
DOID:10791	PRESENTS_DpS	D006261	23.62305611899932
DOID:4723	PRESENTS_DpS	D006261	65.78158322305731
DOID:5614	PRESENTS_DpS	D006261	5.7330123798959685
